osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json,address_clean,dist_to_center_km,text,eval_label,google_rating,google_user_rating_count,rating_source,cuisine_original,cuisine_source_url,cuisine_enrichment_confidence,cuisine_enrichment_method,cuisine_updated
way,262861750,Green Papaya,restaurant,restaurant,Unknown,thai,45.4044205,-75.7120935,256,Preston Street,Ottawa,Unknown,256 Preston Street,,https://www.greenpapaya.ca/,Tu-Su 16:30-21:30,no,Unknown,City of Ottawa,"{""@id"": ""way/262861750"", ""addr:housenumber"": ""256"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""check_date"": ""2025-02-22"", ""check_date:diet:vegetarian"": ""2025-02-22"", ""check_date:opening_hours"": ""2024-09-26"", ""cuisine"": ""thai"", ""diet:vegetarian"": ""yes"", ""mapillary"": ""5336035436470596"", ""name"": ""Green Papaya"", ""opening_hours"": ""Tu-Su 16:30-21:30"", ""source"": ""City of Ottawa"", ""website"": ""https://www.greenpapaya.ca/"", ""wheelchair"": ""no"", ""@geometry"": ""center""}","256 Preston Street, Ottawa Unknown",2.226728861818492,"Green Papaya restaurant thai 256 Preston Street, Ottawa Unknown {""@id"": ""way/262861750"", ""addr:housenumber"": ""256"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""check_date"": ""2025-02-22"", ""check_date:diet:vegetarian"": ""2025-02-22"", ""check_date:opening_hours"": ""2024-09-26"", ""cuisine"": ""thai"", ""diet:vegetarian"": ""yes"", ""mapillary"": ""5336035436470596"", ""name"": ""Green Papaya"", ""opening_hours"": ""Tu-Su 16:30-21:30"", ""source"": ""City of Ottawa"", ""website"": ""https://www.greenpapaya.ca/"", ""wheelchair"": ""no"", ""@geometry"": ""center""}",thai,,,,thai,,,,False
way,262866731,Giovanni,restaurant,restaurant,Unknown,italian;pizza,45.4013491,-75.710186,362,Preston Street,Ottawa,Unknown,362 Preston Street,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/262866731"", ""addr:housenumber"": ""362"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Giovanni"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","362 Preston Street, Ottawa Unknown",2.459308975785282,"Giovanni restaurant Unknown 362 Preston Street, Ottawa Unknown {""@id"": ""way/262866731"", ""addr:housenumber"": ""362"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Giovanni"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://www.giovannis-restaurant.com/,high,web_research,True
way,262866732,La Favorita,restaurant,restaurant,Unknown,italian,45.4014899,-75.7103915,356,Preston Street,Ottawa,Unknown,356 Preston Street,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/262866732"", ""addr:housenumber"": ""356"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""mapillary"": ""152427906831661"", ""name"": ""La Favorita"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","356 Preston Street, Ottawa Unknown",2.4517465343932985,"La Favorita restaurant italian 356 Preston Street, Ottawa Unknown {""@id"": ""way/262866732"", ""addr:housenumber"": ""356"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""mapillary"": ""152427906831661"", ""name"": ""La Favorita"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",italian,,,,italian,,,,False
way,262866733,Sí Señor Mexican Street Food,restaurant,restaurant,Unknown,mexican,45.4015636,-75.7104834,354 A,Preston Street,Ottawa,Unknown,354 A Preston Street,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/262866733"", ""addr:housenumber"": ""354 A"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""mexican"", ""mapillary"": ""3843283029117766"", ""name"": ""Sí Señor Mexican Street Food"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","354 A Preston Street, Ottawa Unknown",2.447342197811249,"Sí Señor Mexican Street Food restaurant mexican 354 A Preston Street, Ottawa Unknown {""@id"": ""way/262866733"", ""addr:housenumber"": ""354 A"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""mexican"", ""mapillary"": ""3843283029117766"", ""name"": ""Sí Señor Mexican Street Food"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",mexican,,,,mexican,,,,False
way,262901797,Cornerstone,restaurant,restaurant,Unknown,bar_grill;contemporary,45.429022,-75.6927138,92,Clarence Street,Ottawa,Unknown,92 Clarence Street,+1-613-241-6835,,,Unknown,Unknown,,"{""@id"": ""way/262901797"", ""addr:housenumber"": ""92"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Cornerstone"", ""phone"": ""+1-613-241-6835"", ""@geometry"": ""center""}","92 Clarence Street, Ottawa Unknown",0.9067269966540176,"Cornerstone restaurant Unknown 92 Clarence Street, Ottawa Unknown {""@id"": ""way/262901797"", ""addr:housenumber"": ""92"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Cornerstone"", ""phone"": ""+1-613-241-6835"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://www.tripadvisor.com/Restaurant_Review-g155004-d785824-Reviews-The_Cornerstone_Bar_Grill-Ottawa_Ontario.html,medium,web_research,True
way,264223328,Delta City Centre,hotel,Unknown,hotel,Unknown,45.4186315,-75.704289,101,Lyon Street North,Ottawa,Unknown,101 Lyon Street North,,https://www.marriott.com/hotels/travel/yowdm-delta-hotels-ottawa-city-centre/,,Unknown,Delta Hotels,,"{""@id"": ""way/264223328"", ""addr:housenumber"": ""101"", ""addr:street"": ""Lyon Street North"", ""brand"": ""Delta Hotels"", ""brand:wikidata"": ""Q5254663"", ""brand:wikipedia"": ""en:Delta Hotels"", ""building:levels"": ""25"", ""building:part"": ""yes"", ""check_date"": ""2024-04-02"", ""name"": ""Delta City Centre"", ""operator"": ""bcIMC"", ""tourism"": ""hotel"", ""website"": ""https://www.marriott.com/hotels/travel/yowdm-delta-hotels-ottawa-city-centre/"", ""@geometry"": ""center""}","101 Lyon Street North, Ottawa Unknown",0.6386387248384058,"Delta City Centre hotel Unknown 101 Lyon Street North, Ottawa Unknown {""@id"": ""way/264223328"", ""addr:housenumber"": ""101"", ""addr:street"": ""Lyon Street North"", ""brand"": ""Delta Hotels"", ""brand:wikidata"": ""Q5254663"", ""brand:wikipedia"": ""en:Delta Hotels"", ""building:levels"": ""25"", ""building:part"": ""yes"", ""check_date"": ""2024-04-02"", ""name"": ""Delta City Centre"", ""operator"": ""bcIMC"", ""tourism"": ""hotel"", ""website"": ""https://www.marriott.com/hotels/travel/yowdm-delta-hotels-ottawa-city-centre/"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,264399747,Riviera,restaurant,restaurant,Unknown,canadian;contemporary,45.4230687,-75.6963285,62,Sparks Street,Ottawa,Unknown,62 Sparks Street,,https://dineriviera.com/,,yes,Unknown,City of Ottawa,"{""@id"": ""way/264399747"", ""addr:housenumber"": ""62"", ""addr:street"": ""Sparks Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2024-06-16"", ""name"": ""Riviera"", ""source"": ""City of Ottawa"", ""website"": ""https://dineriviera.com/"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}","62 Sparks Street, Ottawa Unknown",0.1872232742373581,"Riviera restaurant Unknown 62 Sparks Street, Ottawa Unknown {""@id"": ""way/264399747"", ""addr:housenumber"": ""62"", ""addr:street"": ""Sparks Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2024-06-16"", ""name"": ""Riviera"", ""source"": ""City of Ottawa"", ""website"": ""https://dineriviera.com/"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://dineriviera.com/,medium,web_research,True
way,270213045,Green Papaya,restaurant,restaurant,Unknown,thai,45.3622192,-75.7370145,1374,Baseline Road,Ottawa,Unknown,1374 Baseline Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/270213045"", ""addr:housenumber"": ""1374"", ""addr:street"": ""Baseline Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""thai"", ""name"": ""Green Papaya"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1374 Baseline Road, Ottawa Unknown",7.288120429545568,"Green Papaya restaurant thai 1374 Baseline Road, Ottawa Unknown {""@id"": ""way/270213045"", ""addr:housenumber"": ""1374"", ""addr:street"": ""Baseline Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""thai"", ""name"": ""Green Papaya"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",thai,,,,thai,,,,False
way,275479191,Spicy Ho Ho,restaurant,restaurant,Unknown,regional;chinese,45.3723014,-75.6646182,1792,Bank Street,Ottawa,Unknown,1792 Bank Street,+16135213369,,,Unknown,Unknown,,"{""@id"": ""way/275479191"", ""addr:housenumber"": ""1792"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""cuisine"": ""regional;chinese"", ""name"": ""Spicy Ho Ho"", ""phone"": ""+16135213369"", ""@geometry"": ""center""}","1792 Bank Street, Ottawa Unknown",6.033219311446836,"Spicy Ho Ho restaurant regional;chinese 1792 Bank Street, Ottawa Unknown {""@id"": ""way/275479191"", ""addr:housenumber"": ""1792"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""cuisine"": ""regional;chinese"", ""name"": ""Spicy Ho Ho"", ""phone"": ""+16135213369"", ""@geometry"": ""center""}",regional;chinese,,,,regional;chinese,,,,False
way,286940851,Ng's Cuisine,restaurant,restaurant,Unknown,chinese,45.3581638,-75.7365513,1499,Merivale Road,Ottawa,K2E 5P3,1499 Merivale Road,+1-613-228-8818,https://ngscuisine.ca/,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/286940851"", ""addr:housenumber"": ""1499"", ""addr:postcode"": ""K2E 5P3"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""chinese"", ""name"": ""Ng's Cuisine"", ""phone"": ""+1-613-228-8818"", ""source"": ""City of Ottawa"", ""website"": ""https://ngscuisine.ca/"", ""@geometry"": ""center""}","1499 Merivale Road, Ottawa K2E 5P3",7.683883777978759,"Ng's Cuisine restaurant chinese 1499 Merivale Road, Ottawa K2E 5P3 {""@id"": ""way/286940851"", ""addr:housenumber"": ""1499"", ""addr:postcode"": ""K2E 5P3"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""chinese"", ""name"": ""Ng's Cuisine"", ""phone"": ""+1-613-228-8818"", ""source"": ""City of Ottawa"", ""website"": ""https://ngscuisine.ca/"", ""@geometry"": ""center""}",chinese,,,,chinese,,,,False
way,292813447,McGee's Inn,guest_house,Unknown,guest_house,Unknown,45.428389,-75.6834005,185,Daly Avenue,Ottawa,Unknown,185 Daly Avenue,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/292813447"", ""addr:housenumber"": ""185"", ""addr:street"": ""Daly Avenue"", ""building"": ""hotel"", ""building:levels"": ""3"", ""name"": ""McGee's Inn"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""wikidata"": ""Q111392192"", ""@geometry"": ""center""}","185 Daly Avenue, Ottawa Unknown",1.3215793818893151,"McGee's Inn guest_house Unknown 185 Daly Avenue, Ottawa Unknown {""@id"": ""way/292813447"", ""addr:housenumber"": ""185"", ""addr:street"": ""Daly Avenue"", ""building"": ""hotel"", ""building:levels"": ""3"", ""name"": ""McGee's Inn"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""wikidata"": ""Q111392192"", ""@geometry"": ""center""}",guest_house,,,,Unknown,,,,False
node,293294911,Chantal's Hot Fries,restaurant,restaurant,Unknown,Unknown,45.2696561,-75.5930326,,,Ottawa,Unknown,,,,,Unknown,Unknown,,"{""@id"": ""node/293294911"", ""air_conditioning"": ""no"", ""amenity"": ""restaurant"", ""created_by"": ""Potlatch 0.10b"", ""name"": ""Chantal's Hot Fries""}","nan , Ottawa Unknown",18.74435640019405,"Chantal's Hot Fries restaurant Unknown nan , Ottawa Unknown {""@id"": ""node/293294911"", ""air_conditioning"": ""no"", ""amenity"": ""restaurant"", ""created_by"": ""Potlatch 0.10b"", ""name"": ""Chantal's Hot Fries""}",Unknown,,,,Unknown,,,,False
way,294777461,Alirang,restaurant,restaurant,Unknown,korean,45.3594884,-75.7354725,1485,Merivale Road,Ottawa,K2E 5P3,1485 Merivale Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/294777461"", ""addr:housenumber"": ""1485"", ""addr:postcode"": ""K2E 5P3"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""korean"", ""name"": ""Alirang"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1485 Merivale Road, Ottawa K2E 5P3",7.515203999464175,"Alirang restaurant korean 1485 Merivale Road, Ottawa K2E 5P3 {""@id"": ""way/294777461"", ""addr:housenumber"": ""1485"", ""addr:postcode"": ""K2E 5P3"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""korean"", ""name"": ""Alirang"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",korean,,,,korean,,,,False
way,295413533,Isabella Pizzeria,restaurant,restaurant,Unknown,pizza,45.4098375,-75.6882315,118,Isabella Street,Ottawa,Unknown,118 Isabella Street,+1-613-565-0200,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/295413533"", ""addr:housenumber"": ""118"", ""addr:street"": ""Isabella Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:colour"": ""red"", ""building:levels"": ""1"", ""building:material"": ""siding"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""mapillary"": ""1126345754507791"", ""name"": ""Isabella Pizzeria"", ""phone"": ""+1-613-565-0200"", ""source"": ""City of Ottawa"", ""takeaway"": ""yes"", ""@geometry"": ""center""}","118 Isabella Street, Ottawa Unknown",1.4736889391881078,"Isabella Pizzeria restaurant pizza 118 Isabella Street, Ottawa Unknown {""@id"": ""way/295413533"", ""addr:housenumber"": ""118"", ""addr:street"": ""Isabella Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:colour"": ""red"", ""building:levels"": ""1"", ""building:material"": ""siding"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""mapillary"": ""1126345754507791"", ""name"": ""Isabella Pizzeria"", ""phone"": ""+1-613-565-0200"", ""source"": ""City of Ottawa"", ""takeaway"": ""yes"", ""@geometry"": ""center""}",pizza,,,,pizza,,,,False
way,298460056,Margarita,restaurant,restaurant,Unknown,mexican,45.4006665,-75.6866785,895,Bank Street,Ottawa,K1S 3W4,895 Bank Street,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/298460056"", ""addr:housenumber"": ""895"", ""addr:postcode"": ""K1S 3W4"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""mexican"", ""name"": ""Margarita"", ""outdoor_seating"": ""yes"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","895 Bank Street, Ottawa K1S 3W4",2.457864360818953,"Margarita restaurant mexican 895 Bank Street, Ottawa K1S 3W4 {""@id"": ""way/298460056"", ""addr:housenumber"": ""895"", ""addr:postcode"": ""K1S 3W4"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""mexican"", ""name"": ""Margarita"", ""outdoor_seating"": ""yes"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",mexican,,,,mexican,,,,False
way,303113273,The Jolly Taxpayer,restaurant,restaurant,Unknown,bar_and_grill,45.2844383,-75.7244685,3050,Woodroffe Avenue,Ottawa,K2J 4G3,3050 Woodroffe Avenue,+1-613-825-1122,https://jollytaxpayer.ca/,,Unknown,Unknown,City of Ottawa;local knowledge,"{""@id"": ""way/303113273"", ""addr:housenumber"": ""3050"", ""addr:postcode"": ""K2J 4G3"", ""addr:street"": ""Woodroffe Avenue"", ""addr:unit"": ""7"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:start_date"": ""2002..2005"", ""name"": ""The Jolly Taxpayer"", ""phone"": ""+1-613-825-1122"", ""source"": ""City of Ottawa;local knowledge"", ""website"": ""https://jollytaxpayer.ca/"", ""@geometry"": ""center""}","3050 Woodroffe Avenue, Ottawa K2J 4G3",15.388796875929428,"The Jolly Taxpayer restaurant Unknown 3050 Woodroffe Avenue, Ottawa K2J 4G3 {""@id"": ""way/303113273"", ""addr:housenumber"": ""3050"", ""addr:postcode"": ""K2J 4G3"", ""addr:street"": ""Woodroffe Avenue"", ""addr:unit"": ""7"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:start_date"": ""2002..2005"", ""name"": ""The Jolly Taxpayer"", ""phone"": ""+1-613-825-1122"", ""source"": ""City of Ottawa;local knowledge"", ""website"": ""https://jollytaxpayer.ca/"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://www.tripadvisor.ca/Restaurant_Review-g15327726-d25287637-Reviews-The_Jolly_Taxpayer_Bar_Grill-Nepean_Ottawa_Ontario.html,high,web_research_pass_2,True
way,305083016,Rotel,motel,Unknown,motel,Unknown,45.4012308,-75.6543618,411,Smyth Road,Ottawa,Unknown,411 Smyth Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/305083016"", ""addr:housenumber"": ""411"", ""addr:street"": ""Smyth Road"", ""building"": ""hotel"", ""name"": ""Rotel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}","411 Smyth Road, Ottawa Unknown",4.032592575056864,"Rotel motel Unknown 411 Smyth Road, Ottawa Unknown {""@id"": ""way/305083016"", ""addr:housenumber"": ""411"", ""addr:street"": ""Smyth Road"", ""building"": ""hotel"", ""name"": ""Rotel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}",motel,,,,Unknown,,,,False
way,305804889,Host Indian Cuisine,restaurant,restaurant,Unknown,indian,45.442403,-75.641744,622,Montréal Road,Ottawa,Unknown,622 Montréal Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/305804889"", ""addr:housenumber"": ""622"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:colour"": ""white"", ""building:levels"": ""2"", ""cuisine"": ""indian"", ""name"": ""Host Indian Cuisine"", ""roof:colour"": ""red"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","622 Montréal Road, Ottawa Unknown",4.912041393351042,"Host Indian Cuisine restaurant indian 622 Montréal Road, Ottawa Unknown {""@id"": ""way/305804889"", ""addr:housenumber"": ""622"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:colour"": ""white"", ""building:levels"": ""2"", ""cuisine"": ""indian"", ""name"": ""Host Indian Cuisine"", ""roof:colour"": ""red"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",indian,,,,indian,,,,False
way,305805011,Swiss Chalet,restaurant,restaurant,Unknown,chicken,45.4408854,-75.6454387,540,Montréal Road,Ottawa,Unknown,540 Montréal Road,+1-613-746-1777,,Mo-Sa 11:00-22:00; Su 11:00-21:30,Unknown,Swiss Chalet,,"{""@id"": ""way/305805011"", ""addr:housenumber"": ""540"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""brand"": ""Swiss Chalet"", ""brand:wikidata"": ""Q2372909"", ""brand:wikipedia"": ""en:Swiss Chalet"", ""building"": ""retail"", ""cuisine"": ""chicken"", ""name"": ""Swiss Chalet"", ""opening_hours"": ""Mo-Sa 11:00-22:00; Su 11:00-21:30"", ""operator"": ""Cara"", ""phone"": ""+1-613-746-1777"", ""@geometry"": ""center""}","540 Montréal Road, Ottawa Unknown",4.578271078772612,"Swiss Chalet restaurant chicken 540 Montréal Road, Ottawa Unknown {""@id"": ""way/305805011"", ""addr:housenumber"": ""540"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""brand"": ""Swiss Chalet"", ""brand:wikidata"": ""Q2372909"", ""brand:wikipedia"": ""en:Swiss Chalet"", ""building"": ""retail"", ""cuisine"": ""chicken"", ""name"": ""Swiss Chalet"", ""opening_hours"": ""Mo-Sa 11:00-22:00; Su 11:00-21:30"", ""operator"": ""Cara"", ""phone"": ""+1-613-746-1777"", ""@geometry"": ""center""}",chicken,,,,chicken,,,,False
way,305807052,ByWard Blue Inn,hotel,Unknown,hotel,Unknown,45.4302395,-75.6907783,157,Clarence Street,Ottawa,Unknown,157 Clarence Street,+1 800-620-8810,www.bywardblueinn.com,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/305807052"", ""addr:housenumber"": ""157"", ""addr:street"": ""Clarence Street"", ""building"": ""hotel"", ""building:levels"": ""3"", ""email"": ""frontdesk@bywardblue.com"", ""name"": ""ByWard Blue Inn"", ""phone"": ""+1 800-620-8810"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""www.bywardblueinn.com"", ""wikidata"": ""Q111231485"", ""@geometry"": ""center""}","157 Clarence Street, Ottawa Unknown",1.0933999615501038,"ByWard Blue Inn hotel Unknown 157 Clarence Street, Ottawa Unknown {""@id"": ""way/305807052"", ""addr:housenumber"": ""157"", ""addr:street"": ""Clarence Street"", ""building"": ""hotel"", ""building:levels"": ""3"", ""email"": ""frontdesk@bywardblue.com"", ""name"": ""ByWard Blue Inn"", ""phone"": ""+1 800-620-8810"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""www.bywardblueinn.com"", ""wikidata"": ""Q111231485"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,310454236,Signatures,restaurant,restaurant,Unknown,french,45.429169,-75.6747135,453,Laurier Avenue East,Ottawa,K1N 6R4,453 Laurier Avenue East,+1-613-236-2499,https://www.signaturesrestaurant.com/,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/310454236"", ""addr:housenumber"": ""453"", ""addr:postcode"": ""K1N 6R4"", ""addr:street"": ""Laurier Avenue East"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""french"", ""email"": ""contact@bistroatsignatures.com"", ""name"": ""Signatures"", ""phone"": ""+1-613-236-2499"", ""price"": ""CAD 30 main courses"", ""source"": ""City of Ottawa"", ""website"": ""https://www.signaturesrestaurant.com/"", ""@geometry"": ""center""}","453 Laurier Avenue East, Ottawa K1N 6R4",1.9510873017025203,"Signatures restaurant french 453 Laurier Avenue East, Ottawa K1N 6R4 {""@id"": ""way/310454236"", ""addr:housenumber"": ""453"", ""addr:postcode"": ""K1N 6R4"", ""addr:street"": ""Laurier Avenue East"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""french"", ""email"": ""contact@bistroatsignatures.com"", ""name"": ""Signatures"", ""phone"": ""+1-613-236-2499"", ""price"": ""CAD 30 main courses"", ""source"": ""City of Ottawa"", ""website"": ""https://www.signaturesrestaurant.com/"", ""@geometry"": ""center""}",french,,,,french,,,,False
way,312872835,ChiChi Restaurant & Bar,restaurant,restaurant,Unknown,nigerian,45.4381175,-75.6567415,339,Montréal Road,Ottawa,Unknown,339 Montréal Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/312872835"", ""addr:housenumber"": ""339"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""ChiChi Restaurant & Bar"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","339 Montréal Road, Ottawa Unknown",3.658140001177907,"ChiChi Restaurant & Bar restaurant Unknown 339 Montréal Road, Ottawa Unknown {""@id"": ""way/312872835"", ""addr:housenumber"": ""339"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""ChiChi Restaurant & Bar"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://www.nigerians.ca/restaurants/ottawa/ChiChi-Restaurant-Bar,high,web_research,True
way,312879791,Mamma Teresa,restaurant,restaurant,Unknown,italian,45.416096,-75.693947,298,Somerset Street West,Ottawa,Unknown,298 Somerset Street West,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/312879791"", ""addr:housenumber"": ""298"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""italian"", ""mapillary"": ""474137770561498"", ""name"": ""Mamma Teresa"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","298 Somerset Street West, Ottawa Unknown",0.6523350146754521,"Mamma Teresa restaurant italian 298 Somerset Street West, Ottawa Unknown {""@id"": ""way/312879791"", ""addr:housenumber"": ""298"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""italian"", ""mapillary"": ""474137770561498"", ""name"": ""Mamma Teresa"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",italian,,,,italian,,,,False
way,315013392,Concorde Motel,motel,Unknown,motel,Unknown,45.4382265,-75.6575245,333,Montréal Road,Ottawa,Unknown,333 Montréal Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/315013392"", ""addr:housenumber"": ""333"", ""addr:street"": ""Montréal Road"", ""building"": ""commercial"", ""name"": ""Concorde Motel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}","333 Montréal Road, Ottawa Unknown",3.611762509288445,"Concorde Motel motel Unknown 333 Montréal Road, Ottawa Unknown {""@id"": ""way/315013392"", ""addr:housenumber"": ""333"", ""addr:street"": ""Montréal Road"", ""building"": ""commercial"", ""name"": ""Concorde Motel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}",motel,,,,Unknown,,,,False
way,315539803,Mumbai Masala Grill,restaurant,restaurant,Unknown,indian,45.4674912,-75.5338302,2181,St. Joseph Boulevard,Ottawa,Unknown,2181 St. Joseph Boulevard,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/315539803"", ""addr:housenumber"": ""2181"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""indian"", ""name"": ""Mumbai Masala Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","2181 St. Joseph Boulevard, Ottawa Unknown",13.732902466531312,"Mumbai Masala Grill restaurant indian 2181 St. Joseph Boulevard, Ottawa Unknown {""@id"": ""way/315539803"", ""addr:housenumber"": ""2181"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""indian"", ""name"": ""Mumbai Masala Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",indian,,,,indian,,,,False
