osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json,address_clean,dist_to_center_km,text,eval_label,google_rating,google_user_rating_count,rating_source,google_match_score,google_place_id,google_photo_name,google_photo_url,google_photo_attribution,google_photo_match_score
way,319811085,Safari Grill,restaurant,restaurant,Unknown,african,45.4320675,-75.6891452,360,St. Patrick Street,Ottawa,Unknown,360 St. Patrick Street,+1 613-252-8577,https://safarigrill-restaurant.com/,,Unknown,Unknown,,"{""@id"": ""way/319811085"", ""addr:housenumber"": ""360"", ""addr:street"": ""St. Patrick Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""african"", ""name"": ""Safari Grill"", ""phone"": ""+1 613-252-8577"", ""website"": ""https://safarigrill-restaurant.com/"", ""@geometry"": ""center""}","360 St. Patrick Street, Ottawa Unknown",1.332617730106009,"Safari Grill restaurant african 360 St. Patrick Street, Ottawa Unknown {""@id"": ""way/319811085"", ""addr:housenumber"": ""360"", ""addr:street"": ""St. Patrick Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""african"", ""name"": ""Safari Grill"", ""phone"": ""+1 613-252-8577"", ""website"": ""https://safarigrill-restaurant.com/"", ""@geometry"": ""center""}",african,3.5,194.0,google_places_api,0.9474,ChIJa3m9rX8FzkwRRvXhHWxA8bQ,places/ChIJa3m9rX8FzkwRRvXhHWxA8bQ/photos/ATCDNfXj57lpa9hTZeTIhBcMvQV4xhDM1o3oWzzkBPrNQUNQaLAgy68pUEkw_CTcV5jHBumjjVXXDf-BKC3w3baywNaKIuYmP7RCzkwz-Dq_WqfIrZ6GA4Fd1F-vk47WOo3-OI83yi9VRDrDkJ8giR3li4QhwvUIOxmeIigCzNAHDOYQaMOYG6h1LJ2jP-IMlaVt3njdiqGC9xVuVPa91_kwo_r_hqTrMzRWq75Qz0YJHZhtD5MjjoyNu6aee_EwFfhAxLBEeQ82tbijs_au8q9eg8diRFr4TNSCZHIRT780qbbatCRqFQGE8lQCuookgdfyEKPK_tSn629nC7pPghKQYE1_CPL2L-nwzBhFSAFnoQ23gvZ5VPNvkstIBW-9m-bjMLYR6JawKhFUTZRTWDOldVHrnNU6PvDt6hfHCYCbXLM,https://places.googleapis.com/v1/places/ChIJa3m9rX8FzkwRRvXhHWxA8bQ/photos/ATCDNfXj57lpa9hTZeTIhBcMvQV4xhDM1o3oWzzkBPrNQUNQaLAgy68pUEkw_CTcV5jHBumjjVXXDf-BKC3w3baywNaKIuYmP7RCzkwz-Dq_WqfIrZ6GA4Fd1F-vk47WOo3-OI83yi9VRDrDkJ8giR3li4QhwvUIOxmeIigCzNAHDOYQaMOYG6h1LJ2jP-IMlaVt3njdiqGC9xVuVPa91_kwo_r_hqTrMzRWq75Qz0YJHZhtD5MjjoyNu6aee_EwFfhAxLBEeQ82tbijs_au8q9eg8diRFr4TNSCZHIRT780qbbatCRqFQGE8lQCuookgdfyEKPK_tSn629nC7pPghKQYE1_CPL2L-nwzBhFSAFnoQ23gvZ5VPNvkstIBW-9m-bjMLYR6JawKhFUTZRTWDOldVHrnNU6PvDt6hfHCYCbXLM/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Joshua Mathias,0.9474
way,319963370,Shifa Restaurant,restaurant,restaurant,Unknown,Unknown,45.352795,-75.777875,1115,Cobden Road,Ottawa,Unknown,1115 Cobden Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/319963370"", ""addr:housenumber"": ""1115"", ""addr:street"": ""Cobden Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Shifa Restaurant"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1115 Cobden Road, Ottawa Unknown",9.902360361584106,"Shifa Restaurant restaurant Unknown 1115 Cobden Road, Ottawa Unknown {""@id"": ""way/319963370"", ""addr:housenumber"": ""1115"", ""addr:street"": ""Cobden Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Shifa Restaurant"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",Unknown,4.7,287.0,google_places_api,0.7492,ChIJqV3vhVIHzkwRftq0aHRTCDE,places/ChIJqV3vhVIHzkwRftq0aHRTCDE/photos/ATCDNfWdCrXvOsmTiwf4Kl8g5ZHlFUEOMCiiKwGNK7uJbDsQQ4zhMyzom8uRRvI3QMXULtxJOsCz7sKPCvT3q05SvHeIsPqcuiZCzm3XfJMhXSEcW_iQKfFm7Kv21VMUfayyyKQhQEvVpVWYvnRnU8kuqaP2wBnTiccgpzEoAyu8-T53FAN2Ctq8g6xwr1nb_AVtKMRYiX6NaY7WNpcSHe6dkEsRUJgoUQBHytwIAE5mvTh6hiduXbybmkFHwl4uftdoe2TdWeS3W4WpA_5kX2Ho0XchVfgWtAPebW7yI3yQCXhjgfbjJsWPwjUXJ03bw__OhzGlzfqrx0JAzATq2IvTERlNTN8EH0St8bd7cLVHWaC8xy8f9viphEbcQPPQ7xz9JeP-l2e7QafOT6_oFVjxr4NXeMTa_t_tOTFRuLT-7J8LxQ,https://places.googleapis.com/v1/places/ChIJqV3vhVIHzkwRftq0aHRTCDE/photos/ATCDNfWdCrXvOsmTiwf4Kl8g5ZHlFUEOMCiiKwGNK7uJbDsQQ4zhMyzom8uRRvI3QMXULtxJOsCz7sKPCvT3q05SvHeIsPqcuiZCzm3XfJMhXSEcW_iQKfFm7Kv21VMUfayyyKQhQEvVpVWYvnRnU8kuqaP2wBnTiccgpzEoAyu8-T53FAN2Ctq8g6xwr1nb_AVtKMRYiX6NaY7WNpcSHe6dkEsRUJgoUQBHytwIAE5mvTh6hiduXbybmkFHwl4uftdoe2TdWeS3W4WpA_5kX2Ho0XchVfgWtAPebW7yI3yQCXhjgfbjJsWPwjUXJ03bw__OhzGlzfqrx0JAzATq2IvTERlNTN8EH0St8bd7cLVHWaC8xy8f9viphEbcQPPQ7xz9JeP-l2e7QafOT6_oFVjxr4NXeMTa_t_tOTFRuLT-7J8LxQ/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Sebastian Soare,0.7492
way,320898322,Golden BBQ Grill,restaurant,restaurant,Unknown,chinese,45.426832,-75.6394309,1060,St-Laurent Boulevard,Ottawa,Unknown,1060 St-Laurent Boulevard,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/320898322"", ""addr:housenumber"": ""1060"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Golden BBQ Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1060 St-Laurent Boulevard, Ottawa Unknown",4.547259928761798,"Golden BBQ Grill restaurant chinese 1060 St-Laurent Boulevard, Ottawa Unknown {""@id"": ""way/320898322"", ""addr:housenumber"": ""1060"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Golden BBQ Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",chinese,4.0,62.0,google_places_api,0.9329,ChIJN-v5ftQPzkwRG3zIwNRZEDc,places/ChIJN-v5ftQPzkwRG3zIwNRZEDc/photos/ATCDNfWk7Q7-ZWScsY51WZ8KiFPqGlFDeGICHLe2I9ZrGDkFJZx05atAG41HmHTF3VA9J7GzOpyBhyxnxs5A6rOtXbrZ95iMu1hTR2ATJlJjkrp61GKi1YZ69HNpanRZWigePF8vRLbRJyTxSRio6yqTpZ_JdgNmZeBTqOQCukoPYof6EOxlIW80bjN-Q4mq84XB-ytbsUC1fIwChjWWmlBS8ZaMu8_0lBbOyNF8RwVfts3EPM3vJuTF4k98wZYMGOxNcMcWtWckX_8t0gUASNMbN780SqPotZJN3_dlB0lLUnvaii5z-M7tmGpNnU1nRcpkKvf07waGUQMm3qqfLNSzQqsURtOwbykHT3FQ8cZXGqiVxtPvHY_FhUNEZutMoHKNWRQ8sq6fvMUCZ_52P-EpC2fbYHHyCXTHgswwEc5vzehEPg,https://places.googleapis.com/v1/places/ChIJN-v5ftQPzkwRG3zIwNRZEDc/photos/ATCDNfWk7Q7-ZWScsY51WZ8KiFPqGlFDeGICHLe2I9ZrGDkFJZx05atAG41HmHTF3VA9J7GzOpyBhyxnxs5A6rOtXbrZ95iMu1hTR2ATJlJjkrp61GKi1YZ69HNpanRZWigePF8vRLbRJyTxSRio6yqTpZ_JdgNmZeBTqOQCukoPYof6EOxlIW80bjN-Q4mq84XB-ytbsUC1fIwChjWWmlBS8ZaMu8_0lBbOyNF8RwVfts3EPM3vJuTF4k98wZYMGOxNcMcWtWckX_8t0gUASNMbN780SqPotZJN3_dlB0lLUnvaii5z-M7tmGpNnU1nRcpkKvf07waGUQMm3qqfLNSzQqsURtOwbykHT3FQ8cZXGqiVxtPvHY_FhUNEZutMoHKNWRQ8sq6fvMUCZ_52P-EpC2fbYHHyCXTHgswwEc5vzehEPg/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,The Supply Chain Ambassador (Bruno),0.9329
way,320898350,Boston Pizza,restaurant,restaurant,Unknown,pizza,45.4270421,-75.6384118,1055,St-Laurent Boulevard,Ottawa,K1K 3B1,1055 St-Laurent Boulevard,,,Mo-Sa 11:00-01:00; Su 11:00-00:00,Unknown,Boston Pizza,,"{""@id"": ""way/320898350"", ""addr:housenumber"": ""1055"", ""addr:postcode"": ""K1K 3B1"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Boston Pizza"", ""brand:wikidata"": ""Q894578"", ""brand:wikipedia"": ""en:Boston Pizza"", ""building"": ""retail"", ""building:colour"": ""grey"", ""building:levels"": ""1"", ""building:material"": ""stucco"", ""cuisine"": ""pizza"", ""name"": ""Boston Pizza"", ""opening_hours"": ""Mo-Sa 11:00-01:00; Su 11:00-00:00"", ""@geometry"": ""center""}","1055 St-Laurent Boulevard, Ottawa K1K 3B1",4.62916931928769,"Boston Pizza restaurant pizza 1055 St-Laurent Boulevard, Ottawa K1K 3B1 {""@id"": ""way/320898350"", ""addr:housenumber"": ""1055"", ""addr:postcode"": ""K1K 3B1"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Boston Pizza"", ""brand:wikidata"": ""Q894578"", ""brand:wikipedia"": ""en:Boston Pizza"", ""building"": ""retail"", ""building:colour"": ""grey"", ""building:levels"": ""1"", ""building:material"": ""stucco"", ""cuisine"": ""pizza"", ""name"": ""Boston Pizza"", ""opening_hours"": ""Mo-Sa 11:00-01:00; Su 11:00-00:00"", ""@geometry"": ""center""}",pizza,4.0,1670.0,google_places_api,0.9634,ChIJnZ5L_ogPzkwRGXeAzCgEDW4,places/ChIJnZ5L_ogPzkwRGXeAzCgEDW4/photos/ATCDNfUS_unazq3T5h1Gcm6PttZbvd6qV8pEN_-Cd1YPEEWU2ECcihaw6Cwk5zkgGPS5kBoC8V4zDiS1Rd7uQhna3SkAMkaCKfmEC2z5xkUb5inxGebeSZI0gVtL1KAi2t1hoAlAzSDgTIQwpAFqa0KSJoW9L3yG58gTouN_TILT-az5rygTwRaMB1bL7Y85gqudM57jwmUJmyu97IMin3VUQ0byCYTFajimGuPyps81olHqxutqNNU3GazT1tPMIuSUMYGn9q9bkyKCZxJYU0uwyatu1Cc0wgQx4gMvwSVNJCwWa5mFYnY6Nwi9keparcpJl_SuzTjbSrVFGx49JmAlOOdUyWMK0ZZLQ_-A9Ek37iw8kHak0fUY1WDN0Xnje7lsP19ZbEmhqa1aXkYDkYhluv6Eveso8PNkxqo7As6_xBzD_DLN,https://places.googleapis.com/v1/places/ChIJnZ5L_ogPzkwRGXeAzCgEDW4/photos/ATCDNfUS_unazq3T5h1Gcm6PttZbvd6qV8pEN_-Cd1YPEEWU2ECcihaw6Cwk5zkgGPS5kBoC8V4zDiS1Rd7uQhna3SkAMkaCKfmEC2z5xkUb5inxGebeSZI0gVtL1KAi2t1hoAlAzSDgTIQwpAFqa0KSJoW9L3yG58gTouN_TILT-az5rygTwRaMB1bL7Y85gqudM57jwmUJmyu97IMin3VUQ0byCYTFajimGuPyps81olHqxutqNNU3GazT1tPMIuSUMYGn9q9bkyKCZxJYU0uwyatu1Cc0wgQx4gMvwSVNJCwWa5mFYnY6Nwi9keparcpJl_SuzTjbSrVFGx49JmAlOOdUyWMK0ZZLQ_-A9Ek37iw8kHak0fUY1WDN0Xnje7lsP19ZbEmhqa1aXkYDkYhluv6Eveso8PNkxqo7As6_xBzD_DLN/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Mory Kia,0.9634
way,321072596,Golden Bowl,restaurant,restaurant,Unknown,chinese,45.418063,-75.6105485,1598,Cyrville Road,Ottawa,Unknown,1598 Cyrville Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/321072596"", ""addr:housenumber"": ""1598"", ""addr:street"": ""Cyrville Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Golden Bowl"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1598 Cyrville Road, Ottawa Unknown",6.773810562997584,"Golden Bowl restaurant chinese 1598 Cyrville Road, Ottawa Unknown {""@id"": ""way/321072596"", ""addr:housenumber"": ""1598"", ""addr:street"": ""Cyrville Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Golden Bowl"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",chinese,,,,,,,,,
way,322817753,EVOO Greek Kitchen,restaurant,restaurant,Unknown,greek,45.3991616,-75.708921,438,Preston Street,Ottawa,Unknown,438 Preston Street,+1-613-695-3860,https://www.evoogreekkitchen.ca/,"Tu-Fr 11:30-14:30,17:00-22:00; Sa 17:00-23:00; Su 12:00-22:00",Unknown,Unknown,City of Ottawa;EVOO Website,"{""@id"": ""way/322817753"", ""addr:housenumber"": ""438"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""bar"": ""yes"", ""building"": ""commercial"", ""cuisine"": ""greek"", ""mapillary"": ""903943456839312"", ""name"": ""EVOO Greek Kitchen"", ""opening_hours"": ""Tu-Fr 11:30-14:30,17:00-22:00; Sa 17:00-23:00; Su 12:00-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-695-3860"", ""reservation"": ""yes"", ""source"": ""City of Ottawa;EVOO Website"", ""takeaway"": ""yes"", ""website"": ""https://www.evoogreekkitchen.ca/"", ""website:menu"": ""https://www.evoogreekkitchen.ca/menu"", ""@geometry"": ""center""}","438 Preston Street, Ottawa Unknown",2.647072681194921,"EVOO Greek Kitchen restaurant greek 438 Preston Street, Ottawa Unknown {""@id"": ""way/322817753"", ""addr:housenumber"": ""438"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""bar"": ""yes"", ""building"": ""commercial"", ""cuisine"": ""greek"", ""mapillary"": ""903943456839312"", ""name"": ""EVOO Greek Kitchen"", ""opening_hours"": ""Tu-Fr 11:30-14:30,17:00-22:00; Sa 17:00-23:00; Su 12:00-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-695-3860"", ""reservation"": ""yes"", ""source"": ""City of Ottawa;EVOO Website"", ""takeaway"": ""yes"", ""website"": ""https://www.evoogreekkitchen.ca/"", ""website:menu"": ""https://www.evoogreekkitchen.ca/menu"", ""@geometry"": ""center""}",greek,4.4,1649.0,google_places_api,0.9306,ChIJH8TqRDMEzkwRSmJZZDosNSQ,places/ChIJH8TqRDMEzkwRSmJZZDosNSQ/photos/ATCDNfWgwdY30Wh6PcAhFD6GKulDNPoZip0d67TOq23eGGWQxpbfWcA-zGXC25uoRcDyHcyJQrP8w3rNaJk7lT7MiMrYtCdo14sXBtE0gTVzs_5X_4hEmNTfqGWQS_4_c3-ZW3LCJiE5UfHmGpQD522kgL_cfcHNdgC3797sTQl3FNQ5EcvPs1uJDuAvRsLg_rcwp8h7jCAgTBNvG9mPd7_kwA6GCLItyXvhUzIKzsahp6vgxdC9fN8E8oy6HlIG4PMhsXd9G2kolMo_ZT0a4lxXxOWR1oOzGRE-JQFH4HM1nVrHEg,https://places.googleapis.com/v1/places/ChIJH8TqRDMEzkwRSmJZZDosNSQ/photos/ATCDNfWgwdY30Wh6PcAhFD6GKulDNPoZip0d67TOq23eGGWQxpbfWcA-zGXC25uoRcDyHcyJQrP8w3rNaJk7lT7MiMrYtCdo14sXBtE0gTVzs_5X_4hEmNTfqGWQS_4_c3-ZW3LCJiE5UfHmGpQD522kgL_cfcHNdgC3797sTQl3FNQ5EcvPs1uJDuAvRsLg_rcwp8h7jCAgTBNvG9mPd7_kwA6GCLItyXvhUzIKzsahp6vgxdC9fN8E8oy6HlIG4PMhsXd9G2kolMo_ZT0a4lxXxOWR1oOzGRE-JQFH4HM1nVrHEg/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,EVOO Greek Kitchen,0.9306
way,323570228,WelcomINNS Ottawa,hotel,Unknown,hotel,Unknown,45.4223995,-75.6327665,1220,Michael Street North,Ottawa,K1J 7T1,1220 Michael Street North,+1-613-748-7800,https://welcominns.com/,,yes,Unknown,City of Ottawa,"{""@id"": ""way/323570228"", ""addr:housenumber"": ""1220"", ""addr:postcode"": ""K1J 7T1"", ""addr:street"": ""Michael Street North"", ""building"": ""hotel"", ""building:levels"": ""7"", ""internet_access"": ""wlan"", ""name"": ""WelcomINNS Ottawa"", ""phone"": ""+1-613-748-7800"", ""roof:levels"": ""0"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""https://welcominns.com/"", ""wheelchair"": ""yes"", ""wikidata"": ""Q111887256"", ""@geometry"": ""center""}","1220 Michael Street North, Ottawa K1J 7T1",5.029740485013644,"WelcomINNS Ottawa hotel Unknown 1220 Michael Street North, Ottawa K1J 7T1 {""@id"": ""way/323570228"", ""addr:housenumber"": ""1220"", ""addr:postcode"": ""K1J 7T1"", ""addr:street"": ""Michael Street North"", ""building"": ""hotel"", ""building:levels"": ""7"", ""internet_access"": ""wlan"", ""name"": ""WelcomINNS Ottawa"", ""phone"": ""+1-613-748-7800"", ""roof:levels"": ""0"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""https://welcominns.com/"", ""wheelchair"": ""yes"", ""wikidata"": ""Q111887256"", ""@geometry"": ""center""}",hotel,3.9,680.0,google_places_api,0.9539,ChIJnWIWMYUPzkwRQFYln8Glwzk,places/ChIJnWIWMYUPzkwRQFYln8Glwzk/photos/ATCDNfXh0Kezv1KGlz8KiOOwz8ulu8AgXh316DH6xadE87-6PVr4J2b56272AGNoJ0irQCJk6_q_HB5WLVsG0fOigb7Fwkf5QzipVsOPgpJfxntBPEEKNRkduLD7keGZIlBHQ9ruJMJrYodRDaVVmm03yYxBqx2U0WzCz3JRgN4ZW-m8gY-XJLWfi6B6Xi9GWabCVMlDvb5vnGvbVbwOKeH0kkZazHCaXOcESqsp4edN61gAZhdVPtwPid4Vzwaw4M8QN1Sy3_IwXx7fcp6ZD9vTpXPtaMrnAG1A4S2R-4aN7Gxgcw,https://places.googleapis.com/v1/places/ChIJnWIWMYUPzkwRQFYln8Glwzk/photos/ATCDNfXh0Kezv1KGlz8KiOOwz8ulu8AgXh316DH6xadE87-6PVr4J2b56272AGNoJ0irQCJk6_q_HB5WLVsG0fOigb7Fwkf5QzipVsOPgpJfxntBPEEKNRkduLD7keGZIlBHQ9ruJMJrYodRDaVVmm03yYxBqx2U0WzCz3JRgN4ZW-m8gY-XJLWfi6B6Xi9GWabCVMlDvb5vnGvbVbwOKeH0kkZazHCaXOcESqsp4edN61gAZhdVPtwPid4Vzwaw4M8QN1Sy3_IwXx7fcp6ZD9vTpXPtaMrnAG1A4S2R-4aN7Gxgcw/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,WelcomINNS Ottawa,0.9539
way,324322251,Happy Lam,restaurant,restaurant,Unknown,chinese,45.2822731,-75.5711103,5469,Bank Street,Ottawa,Unknown,5469 Bank Street,,,,Unknown,Unknown,,"{""@id"": ""way/324322251"", ""addr:housenumber"": ""5469"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Happy Lam"", ""@geometry"": ""center""}","5469 Bank Street, Ottawa Unknown",18.35079437662424,"Happy Lam restaurant chinese 5469 Bank Street, Ottawa Unknown {""@id"": ""way/324322251"", ""addr:housenumber"": ""5469"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Happy Lam"", ""@geometry"": ""center""}",chinese,,,,,,,,,
way,361986655,Pho Bo Ga 1,restaurant,restaurant,Unknown,vietnamese,45.4096892,-75.7095004,12,Lebreton Street North,Ottawa,Unknown,12 Lebreton Street North,,,,Unknown,Unknown,,"{""@id"": ""way/361986655"", ""addr:housenumber"": ""12"", ""addr:street"": ""Lebreton Street North"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""vietnamese"", ""name"": ""Pho Bo Ga 1"", ""@geometry"": ""center""}","12 Lebreton Street North, Ottawa Unknown",1.6268220644717415,"Pho Bo Ga 1 restaurant vietnamese 12 Lebreton Street North, Ottawa Unknown {""@id"": ""way/361986655"", ""addr:housenumber"": ""12"", ""addr:street"": ""Lebreton Street North"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""vietnamese"", ""name"": ""Pho Bo Ga 1"", ""@geometry"": ""center""}",vietnamese,4.3,545.0,google_places_api,0.7799,ChIJAUdZ9nUFzkwRMbEFIyiDaUA,places/ChIJAUdZ9nUFzkwRMbEFIyiDaUA/photos/ATCDNfWNWGAdBEa1L6aw4l3oJS-I1I8L_-xTM-OlwORLdjpGRp7nhrSjtaZ31yvOHKKRingw6fpfQ4QuLPaO0HJUeKcqUOPkM7KIOWuI_E6NXSl1IaC1LlrV7uOpZU77VlDFbKMg1lhoROI4FHvdqZXkCCwdPuLLTf5RKOje8Edh95B2IoGNm4PoJNc6geP8WQeZewVS8fkHwA9qOy59EXFNatapvArH9lgtxQsFs8wA3cyhvDXE-UHKL7-leC69XkpOk8jY9dOjgq3_Q6YPWS6vzQs6sxeELy78mdB2B6mO-Nj-HlQgjWwLbRVBCqf-65rmZhIjhb1HgB0ki9i4h_D9nm_rKfP_bzMSTx8EQ0nOjj9JLXoEgwer25YPbBp1wHRLZfmaMRFRrDRQmEBsSie1D4C3I2SDvvBbSCQd2fx8O4FzipRW6YGf7XMGPsoWmUlK,https://places.googleapis.com/v1/places/ChIJAUdZ9nUFzkwRMbEFIyiDaUA/photos/ATCDNfWNWGAdBEa1L6aw4l3oJS-I1I8L_-xTM-OlwORLdjpGRp7nhrSjtaZ31yvOHKKRingw6fpfQ4QuLPaO0HJUeKcqUOPkM7KIOWuI_E6NXSl1IaC1LlrV7uOpZU77VlDFbKMg1lhoROI4FHvdqZXkCCwdPuLLTf5RKOje8Edh95B2IoGNm4PoJNc6geP8WQeZewVS8fkHwA9qOy59EXFNatapvArH9lgtxQsFs8wA3cyhvDXE-UHKL7-leC69XkpOk8jY9dOjgq3_Q6YPWS6vzQs6sxeELy78mdB2B6mO-Nj-HlQgjWwLbRVBCqf-65rmZhIjhb1HgB0ki9i4h_D9nm_rKfP_bzMSTx8EQ0nOjj9JLXoEgwer25YPbBp1wHRLZfmaMRFRrDRQmEBsSie1D4C3I2SDvvBbSCQd2fx8O4FzipRW6YGf7XMGPsoWmUlK/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Waed Elias,0.7799
way,363281555,Travellers Haven Motel,motel,Unknown,motel,Unknown,45.3093031,-75.7010221,2747,Prince Of Wales Drive,Ottawa,Unknown,2747 Prince Of Wales Drive,,,,Unknown,Unknown,,"{""@id"": ""way/363281555"", ""addr:housenumber"": ""2747"", ""addr:street"": ""Prince Of Wales Drive"", ""building"": ""hotel"", ""name"": ""Travellers Haven Motel"", ""tourism"": ""motel"", ""@geometry"": ""center""}","2747 Prince Of Wales Drive, Ottawa Unknown",12.479298880802949,"Travellers Haven Motel motel Unknown 2747 Prince Of Wales Drive, Ottawa Unknown {""@id"": ""way/363281555"", ""addr:housenumber"": ""2747"", ""addr:street"": ""Prince Of Wales Drive"", ""building"": ""hotel"", ""name"": ""Travellers Haven Motel"", ""tourism"": ""motel"", ""@geometry"": ""center""}",motel,4.1,72.0,google_places_api,0.9066,ChIJ1apibAAIzkwR-RjGsWMkezA,places/ChIJ1apibAAIzkwR-RjGsWMkezA/photos/ATCDNfVkEzUm1I_wZ6FOIV2XUeq0FCzLuIawg69cMVKTals5t7F2OiukrLhADMjxMcFldKFhLvzQYy54gu5k2QZpux7-qLVtHq7lfmqU-MgcdZPVR2XQsVkLxBR_FESm-U_c2ExRNrPwa6wNL_fdtQbiUsE6Pwc7xSY3HeNuDo_oI-nvnuJYN_ZCefa6Pv4kgenN3404-4Z6pkBL9bVwvYnTxgZrLD8wD5V3H0MFZsm1TpvIqoGCp6xZBubI-fkPmi3ZBT36ndT3o9W7RMi_BgVe3s_Zy3bfqKsIrA1Rckin412N5ro8bj71QInlBtqjpFto7m74o0C28MJgJavAOpbSiv_9ctnrHhhNqLq7sxHrTiwTDfLcZ0xBnLYwldMXgVo-R7xeFBIEK7pYNv8NvAR0Ih6r-j75UDxbgCymbVKNPNv-tzVnVFtTIlKAcMSeWo0X,https://places.googleapis.com/v1/places/ChIJ1apibAAIzkwR-RjGsWMkezA/photos/ATCDNfVkEzUm1I_wZ6FOIV2XUeq0FCzLuIawg69cMVKTals5t7F2OiukrLhADMjxMcFldKFhLvzQYy54gu5k2QZpux7-qLVtHq7lfmqU-MgcdZPVR2XQsVkLxBR_FESm-U_c2ExRNrPwa6wNL_fdtQbiUsE6Pwc7xSY3HeNuDo_oI-nvnuJYN_ZCefa6Pv4kgenN3404-4Z6pkBL9bVwvYnTxgZrLD8wD5V3H0MFZsm1TpvIqoGCp6xZBubI-fkPmi3ZBT36ndT3o9W7RMi_BgVe3s_Zy3bfqKsIrA1Rckin412N5ro8bj71QInlBtqjpFto7m74o0C28MJgJavAOpbSiv_9ctnrHhhNqLq7sxHrTiwTDfLcZ0xBnLYwldMXgVo-R7xeFBIEK7pYNv8NvAR0Ih6r-j75UDxbgCymbVKNPNv-tzVnVFtTIlKAcMSeWo0X/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Sebastian Soare,0.9066
